property_id,price
d56159653f5d2abc5ed5acd7,766298944
45550aa81c0151f1fd9fd8fe,713161856
735deef3382aa15930482f3e,635967616
0dd49fa8bb7be52b851c6dc9,868042432
7d3220a91e78f8bc2924d1cd,1070440576
d3054072b2175deec2c1f8dc,535182560
b7574b06d593fca4eac59815,544732160
79e822115c5c1a4531366001,562781312
d3ed5316a463d38c1bd321d0,1209687168
2f1880c9b8f7ac2715e1236d,1107726848
dcca1c7f109175760ff531c6,764333568
dfc4f3facf91bbd93ee0fa4d,636045120
30e134a6cbe61d7954d0f56b,409080704
385fee7bd9ad7722d45dd034,471981280
87199c236bf22903d1aafdd0,476025728
19e19ad0cd6b5e84d8aa970e,532439840
907f968e78d748fde69dd44f,746592704
be094e5db0f784e3aa013aae,426800800
7ab96f83915bc84f8c03c1bd,375917760
07f4aa9b9ff5b0b05d31e6c0,965067456
e9be8cd37abed8ab510ba1f5,1087141888
5f6ad58df27b562db077b5ce,780995776
ee96d947484aaace40f9b77f,983525056
15c4aef8401208054697b81e,950333888
22d6cb11333f2839b8112b89,1359786624
288c09c33907dadbae495c11,1390968192
f71d2bca0c5fe2720a1544c4,591920896
451744cf3ce55a98db8a3562,645738176
fba9ae05a6a8a9e0c6268a9f,905268096
1338e58f7dcebf5a1ea59388,670802432
a817e8da0ada143ac87277ee,381151328
46d8bb3e9a0ca584d3c7a317,966154240
b2506aa9463aebf01e1e00ca,640136256
7ec025b9b6e6f33bf65af41b,933091392
2ff531e27672ecd2362eed55,505782240
9b3cf0d1b91b9c6a2a887647,708115328
7db5291ce4602d9b2b266872,630905728
65d5918e826c33bb950fc008,665242752
395c34e4b8f52cbdb0522459,959973888
855f4b67d2bd6d18fd03d8e7,1020181440
9ff06409b37e5b5dece4604a,618809024
0508cd7bd2c77ebb6fea1e56,764740864
b45fff2e718e54772d46a3fd,769887424
cf4d2297b73dbc357d21e31b,658325440
0ada7044c5b29925abc90879,740307072
6305f02255274ab5fb6bd39c,859080320
d9a94194ae1350512beff3e6,776761600
e3896296cb80d50d9ad3f903,1112389632
6514f355887c64136edb5595,733829120
f03400cc18e12903b3ffbe5a,847262656
4e134600155a64783b3f8c3e,951443776
d63ebc63c82fbf66d8b6ffd3,1013922304
1bd64811bd59706844230198,1071593344
a83921284639eedd4a511cb6,722320512
a2f3f7a1cd573e2a33f52e2d,783733696
47344a66471fa51f61c64652,747987904
78fd849c9429091347d7e5c9,807620096
c3daf2abea55af99c9579319,813708928
52864916eb1984abca41ec66,852793152
c62494a9d7aede44f2f84023,937099200
a2b576643f7a032371587e5e,571839488
e53bc68f0e97ccead24f3e56,652398208
fd82c710aad91bc90af490fe,608452608
d436abc2ee37ba3dd561e940,846548160
216a598114a403676011cb51,962478656
ea230d5eccd2b687888173bb,793428928
18bd0dd7580f2a7cb19a90b9,403128544
b143c8ca6d334f6a73c3f2a0,394063456
ab388cb4fa511968783bafee,638623232
6a4f08cd04d558a56af732d9,485012896
7216c895aa047c4f405c4941,577152768
a493488dcd906dc74cf8a604,777326848
7844b0b2bc65dced90a355c6,661319104
c1976383069b6b82ab29d092,528066176
e5cfd99e2308b7b73581dbdc,548954112
c18c2ea88f4ac53970b53d2c,775873024
842c9f0e4edf1e5a672ce15e,949772480
7dd1e46dcbddc6bf5ef694de,507413216
6cc4f32b39180bd1ec7e117b,757016256
79e643789a85dc4ffad49a25,1158285056
b3402a9173d289d6db78e09d,1100374784
a446507813234e358db8b573,479185536
