property_id,price
d56159653f5d2abc5ed5acd7,447227193
45550aa81c0151f1fd9fd8fe,715017091
735deef3382aa15930482f3e,344317025
0dd49fa8bb7be52b851c6dc9,783067108
7d3220a91e78f8bc2924d1cd,912152745
d3054072b2175deec2c1f8dc,537842930
b7574b06d593fca4eac59815,537462667
79e822115c5c1a4531366001,682600554
d3ed5316a463d38c1bd321d0,778628554
2f1880c9b8f7ac2715e1236d,670318305
dcca1c7f109175760ff531c6,762123592
dfc4f3facf91bbd93ee0fa4d,534330013
30e134a6cbe61d7954d0f56b,525626820
385fee7bd9ad7722d45dd034,407368988
87199c236bf22903d1aafdd0,540729004
19e19ad0cd6b5e84d8aa970e,597358829
907f968e78d748fde69dd44f,656257318
be094e5db0f784e3aa013aae,534858896
7ab96f83915bc84f8c03c1bd,599394243
07f4aa9b9ff5b0b05d31e6c0,558452455
e9be8cd37abed8ab510ba1f5,722035406
5f6ad58df27b562db077b5ce,671106766
ee96d947484aaace40f9b77f,712187507
15c4aef8401208054697b81e,836356529
22d6cb11333f2839b8112b89,822052648
288c09c33907dadbae495c11,986682158
f71d2bca0c5fe2720a1544c4,396398943
451744cf3ce55a98db8a3562,476420089
fba9ae05a6a8a9e0c6268a9f,573356028
1338e58f7dcebf5a1ea59388,404625815
a817e8da0ada143ac87277ee,314271706
46d8bb3e9a0ca584d3c7a317,669470803
b2506aa9463aebf01e1e00ca,661901038
7ec025b9b6e6f33bf65af41b,652142206
2ff531e27672ecd2362eed55,586754707
9b3cf0d1b91b9c6a2a887647,505930908
7db5291ce4602d9b2b266872,600776733
65d5918e826c33bb950fc008,494174212
395c34e4b8f52cbdb0522459,668303355
855f4b67d2bd6d18fd03d8e7,692614926
9ff06409b37e5b5dece4604a,506367388
0508cd7bd2c77ebb6fea1e56,661521155
b45fff2e718e54772d46a3fd,635038832
cf4d2297b73dbc357d21e31b,489335678
0ada7044c5b29925abc90879,656869853
6305f02255274ab5fb6bd39c,573238567
d9a94194ae1350512beff3e6,708280827
e3896296cb80d50d9ad3f903,662663609
6514f355887c64136edb5595,627385476
f03400cc18e12903b3ffbe5a,835507735
4e134600155a64783b3f8c3e,681226180
d63ebc63c82fbf66d8b6ffd3,712021329
1bd64811bd59706844230198,725131808
a83921284639eedd4a511cb6,699134685
a2f3f7a1cd573e2a33f52e2d,690903284
47344a66471fa51f61c64652,741887686
78fd849c9429091347d7e5c9,690532061
c3daf2abea55af99c9579319,736033792
52864916eb1984abca41ec66,791805143
c62494a9d7aede44f2f84023,786664909
a2b576643f7a032371587e5e,837173040
e53bc68f0e97ccead24f3e56,524401290
fd82c710aad91bc90af490fe,553083660
d436abc2ee37ba3dd561e940,822263018
216a598114a403676011cb51,482558472
ea230d5eccd2b687888173bb,583305689
18bd0dd7580f2a7cb19a90b9,332537880
b143c8ca6d334f6a73c3f2a0,345552092
ab388cb4fa511968783bafee,695939967
6a4f08cd04d558a56af732d9,548187158
7216c895aa047c4f405c4941,643884266
a493488dcd906dc74cf8a604,522876283
7844b0b2bc65dced90a355c6,579893201
c1976383069b6b82ab29d092,532311208
e5cfd99e2308b7b73581dbdc,513812444
c18c2ea88f4ac53970b53d2c,600924423
842c9f0e4edf1e5a672ce15e,683774738
7dd1e46dcbddc6bf5ef694de,548092007
6cc4f32b39180bd1ec7e117b,687388949
79e643789a85dc4ffad49a25,811920951
b3402a9173d289d6db78e09d,709256484
a446507813234e358db8b573,589208554
c8ef57ddfb35061d1876f94e,755010501
360be0df2c003005e3db080e,801664611
9ab245a4c91877cb7a8661ce,798991378
a57a34c7486e7a40e8deb316,705990226
ceba7d0f56f6cb03538962fb,704616344
d5475993f9db58c3e4baf7a3,797332043
d37a1dda09e30da13ff5bfc3,726687607
68a8b8d077a8232723bf37e9,689332606
e1eea7716ca6490b7640717a,534026374
4ae6d75b10848d259ecba576,669792704
17afbce5c0b56732abbea936,746997532
84a2673eccd3cf3bd7fd3eb0,791805143
f2f4e6cbafe527b155707f01,791682125
de2e3a592cda5b76c9573c5c,792176366
fac651cf404a58f24dc7d286,875351855
e6f312a0877af26b69855a3d,868174311
333a643c623a9bc75f3a40f2,870634494
64593641e470908ef23b46cb,717556442
ce9f2f0071be658ae75ca6f9,905081111
9ab385e399a4673732b6a799,761770229
3429c774b736cefc051e2c55,639518458
a51ad0372758b2bbfe73f8fd,638319931
8c801a266256e3fbabe7e3d2,563510629
ca2f81b8fb6fda20aefb0ccb,542044566
3c1b1f86087f9b99380e387c,656529858
b0cad5d612954b8cab18101c,804559668
7eb991f4c69215377e4dac8f,746545210
0d130b8bea4321300396fa34,706251136
8dfa059401e1dca80ae65ae1,664176644
3e3f264cd0ac7a65ed2349a2,730882352
112dce80bf512f3f24391d23,564736941
ff25ded6333278149f8fb68f,669787139
d555b82c192794e87e9d536f,664397950
a787382d96ef9fce8f27bc70,657863112
8c3aa295f7bcfd9a43eb2037,728652550
13ac95652fb3cf6c43dafc66,539816647
42fc6a80b882c32f6264ac10,385862087
1e9c53e09220d689a0210ab9,358254339
3348706086aa3db5c92259c3,613798661
66d402a9b7d05f29282ddb00,513708065
cf88be51d6f31c10e5868ff7,475057769
30b3f38716be209a894b0942,460461374
0a5908a92d0ba3e36f54b1f3,726798570
dd206b6ea2d7f6555109ea39,652721644
c641febd8bc2ece3e4d2d8b6,709092009
c11fdc02a288af0572a2bca1,760099467
35dc60a65969b264ab283d6d,605890049
d9cb0f637cd4feaaaf8a21c0,640383131
7e8dfae9a5f1faf8afa706f7,524963591
a280fe7610c254b935c9dcfc,396341227
85524880fdc4e4daf90e96fd,642252346
f361109d06f6609c16724b39,494174212
3f6b2f0c0876c21755369cb6,573238567
de26819064a290ce78d8fcc1,566419679
91be1260a84ab7fa3521c495,708137483
18c8dc4549d38c918af2972e,606450236
782b0fb8641849c2c34291e6,671409346
54933f8b33a4fd6f031ed5be,581124364
953176c9a901b4f61c030432,697733980
357e2add3d68167a4f3ce15e,672074165
90332d50e91925eb9b614bef,671475309
11723d1d472bf1a3fdd8b72c,813395643
01f8b6799e2910f7769db175,792402484
a0d5001f7dd42d7f0c91d2a9,653987822
d4439c35bcb88e1490916c67,724716394
4a73dad0ff8a5262e8b07c4b,767426025
3dd8085a65f24b497ea59557,830533574
39ef085809bc80e32e7b6af6,771386315
b98ee16e8fd7d1c75a9da13c,769613305
16deb26bf740fa61e258f545,655760636
732a3bd457d7798e1fd892f6,619625961
1376058cb128a1c7729cd2e9,885940637
cac7e7c3e13af91bdc7107e8,796215362
9f3dfa6e1422f6aeac527c61,677915454
4dd3d1288ccb66ee4fb9c097,856243617
15fb97d6a43731d61e95d004,576583980
dac29573163315edf99e0e7a,557957774
b93f2864087d41c3c92d43c3,781214391
cd4656aed92f5c0a0b6b7c0c,781214391
556210496090b42ac10cf1b8,837173040
762979729fb21e56a32ed14e,837173040
ea935b76abe664d5e2c4736f,494174212
40e9ef1e7c6749b7a8d04ea9,649103828
058265732a484ac8d5497f5c,504850230
6f52ea8340cdd283f9a79720,632482095
cafe7c1ee67458e05c84d5fb,573238567
3f45ed2f08a2b03b738fbb5e,713910034
f203b18854b75c4564d7a17d,704776523
d5333f639d11bc3ab073ed72,436063038
c14f644116669a160446a945,424685717
de585856ff546e00a5a4672e,745433280
7a80663cae7c191b5d025fa0,446709389
71f80198e68fbba902650b1a,435092805
f3523e0626df8cea803ead0f,448708163
619abd5f978b1573761be86d,530512060
17a2323b855e93533a9f09f2,509728901
38e8630f2c05ea38e2257c21,533271617
1e3798d739f85ee0e5a314ca,800350566
46d0544f411bbfb6b452858c,502066416
605e7a71eecb13b23ffca0c1,663304093
7515b37b7ae7c62f3dafbe7d,503162159
28be121ada9c9303be802474,723923608
331d54f8a1bd3dabce73d6d9,499402445
22d167639ccaace593dffa31,441985117
36cd68fc3ffab79fcaa340ab,892291443
db924733e88c361cdfab874a,607360431
64eea2e9a13a8edfe8ac7027,576836335
97fe6eeed892111bfa20255b,520774202
b54e6757829ac95e2076d954,697295844
dd59b8122458557041903207,537327870
b35c58fc1c05a77433025318,572535214
c41964afa164d8b75f8dbe92,537925660
96b3ea80cce599b68f96f86e,541467864
a4bc87ad4f1ad97c0a63d843,617315631
16e62269e6aa2ea052d05f71,574713482
518b37b51f824fa0fb5075d3,578368623
e083d83369cbc93fb94842a1,556908938
57deff02895d5286eda10d89,532157541
7ed35835fbe694bc237abe38,550463965
b48efa9ddf36e85164354f26,522706730
5910c9b29a1025bada93a5e1,626710247
10a650e8cb5425c97f08f68a,575266720
9e0feca2ec3043ae6f840631,561647155
35ce37bbecac6b164fa21e6c,587637976
c4955010d066e013812a85ea,701546291
