property_id,price
d56159653f5d2abc5ed5acd7,497255520
45550aa81c0151f1fd9fd8fe,598286016
735deef3382aa15930482f3e,433944960
0dd49fa8bb7be52b851c6dc9,794111616
7d3220a91e78f8bc2924d1cd,671900480
d3054072b2175deec2c1f8dc,514246048
b7574b06d593fca4eac59815,450370848
79e822115c5c1a4531366001,748689408
d3ed5316a463d38c1bd321d0,1412939520
2f1880c9b8f7ac2715e1236d,728038848
dcca1c7f109175760ff531c6,469515936
dfc4f3facf91bbd93ee0fa4d,637795264
30e134a6cbe61d7954d0f56b,446342784
385fee7bd9ad7722d45dd034,395110816
87199c236bf22903d1aafdd0,423170176
19e19ad0cd6b5e84d8aa970e,439388896
907f968e78d748fde69dd44f,794407808
be094e5db0f784e3aa013aae,371653856
7ab96f83915bc84f8c03c1bd,338054848
07f4aa9b9ff5b0b05d31e6c0,784862848
e9be8cd37abed8ab510ba1f5,1171356544
5f6ad58df27b562db077b5ce,731836928
ee96d947484aaace40f9b77f,761407616
15c4aef8401208054697b81e,385524032
22d6cb11333f2839b8112b89,1092785024
288c09c33907dadbae495c11,1659447168
f71d2bca0c5fe2720a1544c4,547922176
451744cf3ce55a98db8a3562,418870080
fba9ae05a6a8a9e0c6268a9f,350008064
1338e58f7dcebf5a1ea59388,432186336
a817e8da0ada143ac87277ee,330319744
46d8bb3e9a0ca584d3c7a317,443159424
b2506aa9463aebf01e1e00ca,521518880
7ec025b9b6e6f33bf65af41b,535496000
2ff531e27672ecd2362eed55,372630304
9b3cf0d1b91b9c6a2a887647,479803744
7db5291ce4602d9b2b266872,601885568
65d5918e826c33bb950fc008,607560064
395c34e4b8f52cbdb0522459,617068032
855f4b67d2bd6d18fd03d8e7,522892736
9ff06409b37e5b5dece4604a,525231424
0508cd7bd2c77ebb6fea1e56,355630880
b45fff2e718e54772d46a3fd,467647328
cf4d2297b73dbc357d21e31b,567359040
0ada7044c5b29925abc90879,595864640
6305f02255274ab5fb6bd39c,727037376
d9a94194ae1350512beff3e6,700525888
e3896296cb80d50d9ad3f903,717936000
6514f355887c64136edb5595,948926080
f03400cc18e12903b3ffbe5a,822645760
4e134600155a64783b3f8c3e,608051904
d63ebc63c82fbf66d8b6ffd3,698813632
1bd64811bd59706844230198,704509504
a83921284639eedd4a511cb6,711633856
a2f3f7a1cd573e2a33f52e2d,691541312
47344a66471fa51f61c64652,632335680
78fd849c9429091347d7e5c9,757947968
c3daf2abea55af99c9579319,764535424
52864916eb1984abca41ec66,858858112
c62494a9d7aede44f2f84023,787732480
a2b576643f7a032371587e5e,272270944
e53bc68f0e97ccead24f3e56,673838272
fd82c710aad91bc90af490fe,575531712
d436abc2ee37ba3dd561e940,778284416
216a598114a403676011cb51,462734624
ea230d5eccd2b687888173bb,888864320
18bd0dd7580f2a7cb19a90b9,336363328
b143c8ca6d334f6a73c3f2a0,279496128
ab388cb4fa511968783bafee,548553984
6a4f08cd04d558a56af732d9,451510208
7216c895aa047c4f405c4941,523883008
a493488dcd906dc74cf8a604,468214720
7844b0b2bc65dced90a355c6,716442880
c1976383069b6b82ab29d092,384211776
e5cfd99e2308b7b73581dbdc,617390784
c18c2ea88f4ac53970b53d2c,687318464
842c9f0e4edf1e5a672ce15e,832678592
7dd1e46dcbddc6bf5ef694de,340980992
6cc4f32b39180bd1ec7e117b,640976320
79e643789a85dc4ffad49a25,985040576
b3402a9173d289d6db78e09d,1232493568
a446507813234e358db8b573,486984320
c8ef57ddfb35061d1876f94e,628246848
360be0df2c003005e3db080e,1088889984
9ab245a4c91877cb7a8661ce,981971904
a57a34c7486e7a40e8deb316,850329024
ceba7d0f56f6cb03538962fb,474584576
d5475993f9db58c3e4baf7a3,525785696
d37a1dda09e30da13ff5bfc3,456344128
68a8b8d077a8232723bf37e9,735973440
e1eea7716ca6490b7640717a,530906400
4ae6d75b10848d259ecba576,567515712
17afbce5c0b56732abbea936,879499776
84a2673eccd3cf3bd7fd3eb0,858858112
f2f4e6cbafe527b155707f01,695621312
de2e3a592cda5b76c9573c5c,690771072
fac651cf404a58f24dc7d286,1397510784
e6f312a0877af26b69855a3d,1088909056
333a643c623a9bc75f3a40f2,464659232
64593641e470908ef23b46cb,666584960
ce9f2f0071be658ae75ca6f9,682432896
9ab385e399a4673732b6a799,888985152
3429c774b736cefc051e2c55,609075456
a51ad0372758b2bbfe73f8fd,341931520
8c801a266256e3fbabe7e3d2,720561856
ca2f81b8fb6fda20aefb0ccb,623386880
3c1b1f86087f9b99380e387c,499378752
b0cad5d612954b8cab18101c,745504640
7eb991f4c69215377e4dac8f,699563008
0d130b8bea4321300396fa34,1036396864
8dfa059401e1dca80ae65ae1,547258304
3e3f264cd0ac7a65ed2349a2,956674304
112dce80bf512f3f24391d23,425894560
ff25ded6333278149f8fb68f,690233088
d555b82c192794e87e9d536f,508147040
a787382d96ef9fce8f27bc70,1126121344
8c3aa295f7bcfd9a43eb2037,1054185472
13ac95652fb3cf6c43dafc66,475242848
42fc6a80b882c32f6264ac10,268099152
1e9c53e09220d689a0210ab9,215084208
3348706086aa3db5c92259c3,706587840
66d402a9b7d05f29282ddb00,612805056
cf88be51d6f31c10e5868ff7,495117120
30b3f38716be209a894b0942,795190592
0a5908a92d0ba3e36f54b1f3,425764992
dd206b6ea2d7f6555109ea39,745334656
c641febd8bc2ece3e4d2d8b6,733920320
c11fdc02a288af0572a2bca1,976344704
35dc60a65969b264ab283d6d,570895936
d9cb0f637cd4feaaaf8a21c0,495790656
7e8dfae9a5f1faf8afa706f7,544810368
a280fe7610c254b935c9dcfc,398403616
85524880fdc4e4daf90e96fd,462646464
f361109d06f6609c16724b39,607560064
3f6b2f0c0876c21755369cb6,727037376
de26819064a290ce78d8fcc1,726978496
91be1260a84ab7fa3521c495,663636416
18c8dc4549d38c918af2972e,756168704
782b0fb8641849c2c34291e6,658168896
54933f8b33a4fd6f031ed5be,708934976
953176c9a901b4f61c030432,558728832
357e2add3d68167a4f3ce15e,526843296
90332d50e91925eb9b614bef,491082400
11723d1d472bf1a3fdd8b72c,881040832
01f8b6799e2910f7769db175,569511168
a0d5001f7dd42d7f0c91d2a9,487475424
d4439c35bcb88e1490916c67,541891136
4a73dad0ff8a5262e8b07c4b,839995712
3dd8085a65f24b497ea59557,565905280
39ef085809bc80e32e7b6af6,696202944
b98ee16e8fd7d1c75a9da13c,516558400
16deb26bf740fa61e258f545,500339296
732a3bd457d7798e1fd892f6,812881856
1376058cb128a1c7729cd2e9,896983552
cac7e7c3e13af91bdc7107e8,531578272
9f3dfa6e1422f6aeac527c61,493162080
4dd3d1288ccb66ee4fb9c097,730913344
15fb97d6a43731d61e95d004,478325856
dac29573163315edf99e0e7a,630571328
b93f2864087d41c3c92d43c3,745096768
cd4656aed92f5c0a0b6b7c0c,745096768
556210496090b42ac10cf1b8,272270944
762979729fb21e56a32ed14e,272270944
ea935b76abe664d5e2c4736f,607560064
40e9ef1e7c6749b7a8d04ea9,640703104
058265732a484ac8d5497f5c,437508992
6f52ea8340cdd283f9a79720,407248704
cafe7c1ee67458e05c84d5fb,727037376
3f45ed2f08a2b03b738fbb5e,750146560
