property_id,price
d56159653f5d2abc5ed5acd7,446921342
45550aa81c0151f1fd9fd8fe,716066023
735deef3382aa15930482f3e,344689616
0dd49fa8bb7be52b851c6dc9,782782516
7d3220a91e78f8bc2924d1cd,911780910
d3054072b2175deec2c1f8dc,536815508
b7574b06d593fca4eac59815,536463601
79e822115c5c1a4531366001,682155669
d3ed5316a463d38c1bd321d0,778122688
2f1880c9b8f7ac2715e1236d,670439318
dcca1c7f109175760ff531c6,763161451
dfc4f3facf91bbd93ee0fa4d,537101808
30e134a6cbe61d7954d0f56b,526553286
385fee7bd9ad7722d45dd034,408499766
87199c236bf22903d1aafdd0,541921921
19e19ad0cd6b5e84d8aa970e,593483235
907f968e78d748fde69dd44f,656992523
be094e5db0f784e3aa013aae,536312829
7ab96f83915bc84f8c03c1bd,598243003
07f4aa9b9ff5b0b05d31e6c0,557490575
e9be8cd37abed8ab510ba1f5,720916213
5f6ad58df27b562db077b5ce,671025390
ee96d947484aaace40f9b77f,711500977
15c4aef8401208054697b81e,842401468
22d6cb11333f2839b8112b89,821874434
288c09c33907dadbae495c11,986780654
f71d2bca0c5fe2720a1544c4,395993698
451744cf3ce55a98db8a3562,476327730
fba9ae05a6a8a9e0c6268a9f,572072559
1338e58f7dcebf5a1ea59388,404753283
a817e8da0ada143ac87277ee,314038705
46d8bb3e9a0ca584d3c7a317,671828994
b2506aa9463aebf01e1e00ca,663284920
7ec025b9b6e6f33bf65af41b,649481518
2ff531e27672ecd2362eed55,585954523
9b3cf0d1b91b9c6a2a887647,506705050
7db5291ce4602d9b2b266872,601929035
65d5918e826c33bb950fc008,494174337
395c34e4b8f52cbdb0522459,667919381
855f4b67d2bd6d18fd03d8e7,695282292
9ff06409b37e5b5dece4604a,506831976
0508cd7bd2c77ebb6fea1e56,662190884
b45fff2e718e54772d46a3fd,635275774
cf4d2297b73dbc357d21e31b,489251354
0ada7044c5b29925abc90879,658674884
6305f02255274ab5fb6bd39c,573283685
d9a94194ae1350512beff3e6,709024203
e3896296cb80d50d9ad3f903,662844127
6514f355887c64136edb5595,627392982
f03400cc18e12903b3ffbe5a,838007221
4e134600155a64783b3f8c3e,680985277
d63ebc63c82fbf66d8b6ffd3,711988812
1bd64811bd59706844230198,724955079
a83921284639eedd4a511cb6,700200007
a2f3f7a1cd573e2a33f52e2d,690559168
47344a66471fa51f61c64652,741509753
78fd849c9429091347d7e5c9,689952622
c3daf2abea55af99c9579319,736452170
52864916eb1984abca41ec66,791231278
c62494a9d7aede44f2f84023,786288608
a2b576643f7a032371587e5e,836863270
e53bc68f0e97ccead24f3e56,522937470
fd82c710aad91bc90af490fe,553886996
d436abc2ee37ba3dd561e940,823153964
216a598114a403676011cb51,482768370
ea230d5eccd2b687888173bb,584120606
18bd0dd7580f2a7cb19a90b9,331559750
b143c8ca6d334f6a73c3f2a0,344962051
ab388cb4fa511968783bafee,694804715
6a4f08cd04d558a56af732d9,545348887
7216c895aa047c4f405c4941,643557067
a493488dcd906dc74cf8a604,522547867
7844b0b2bc65dced90a355c6,579900033
c1976383069b6b82ab29d092,532200458
e5cfd99e2308b7b73581dbdc,515128304
c18c2ea88f4ac53970b53d2c,601122202
842c9f0e4edf1e5a672ce15e,684177441
7dd1e46dcbddc6bf5ef694de,547413460
6cc4f32b39180bd1ec7e117b,687568352
79e643789a85dc4ffad49a25,812981311
b3402a9173d289d6db78e09d,708147778
a446507813234e358db8b573,589433983
c8ef57ddfb35061d1876f94e,755927660
360be0df2c003005e3db080e,801873596
9ab245a4c91877cb7a8661ce,798894649
a57a34c7486e7a40e8deb316,705466814
ceba7d0f56f6cb03538962fb,705034879
d5475993f9db58c3e4baf7a3,798162831
d37a1dda09e30da13ff5bfc3,727969552
68a8b8d077a8232723bf37e9,689259950
e1eea7716ca6490b7640717a,533882732
4ae6d75b10848d259ecba576,670457364
17afbce5c0b56732abbea936,740751681
84a2673eccd3cf3bd7fd3eb0,791231278
f2f4e6cbafe527b155707f01,791512745
de2e3a592cda5b76c9573c5c,791837824
fac651cf404a58f24dc7d286,875749037
e6f312a0877af26b69855a3d,868032023
333a643c623a9bc75f3a40f2,862964311
64593641e470908ef23b46cb,717471670
ce9f2f0071be658ae75ca6f9,904771184
9ab385e399a4673732b6a799,762552881
3429c774b736cefc051e2c55,639852498
a51ad0372758b2bbfe73f8fd,638861409
8c801a266256e3fbabe7e3d2,565529257
ca2f81b8fb6fda20aefb0ccb,542135423
3c1b1f86087f9b99380e387c,656064468
b0cad5d612954b8cab18101c,804566215
7eb991f4c69215377e4dac8f,746944803
0d130b8bea4321300396fa34,706339621
8dfa059401e1dca80ae65ae1,663481171
3e3f264cd0ac7a65ed2349a2,730359699
112dce80bf512f3f24391d23,564932321
ff25ded6333278149f8fb68f,670057737
d555b82c192794e87e9d536f,664048757
a787382d96ef9fce8f27bc70,656039237
8c3aa295f7bcfd9a43eb2037,728458277
13ac95652fb3cf6c43dafc66,539602330
42fc6a80b882c32f6264ac10,386578676
1e9c53e09220d689a0210ab9,360773474
3348706086aa3db5c92259c3,616345444
66d402a9b7d05f29282ddb00,512928370
cf88be51d6f31c10e5868ff7,474623045
30b3f38716be209a894b0942,463150822
0a5908a92d0ba3e36f54b1f3,726293856
dd206b6ea2d7f6555109ea39,648318239
c641febd8bc2ece3e4d2d8b6,708094293
c11fdc02a288af0572a2bca1,763185397
35dc60a65969b264ab283d6d,601690832
d9cb0f637cd4feaaaf8a21c0,640288635
7e8dfae9a5f1faf8afa706f7,525137565
a280fe7610c254b935c9dcfc,396851697
85524880fdc4e4daf90e96fd,637876326
f361109d06f6609c16724b39,494174337
3f6b2f0c0876c21755369cb6,573283685
de26819064a290ce78d8fcc1,569223535
91be1260a84ab7fa3521c495,706699387
18c8dc4549d38c918af2972e,601105172
782b0fb8641849c2c34291e6,672653353
54933f8b33a4fd6f031ed5be,581684824
953176c9a901b4f61c030432,699335546
357e2add3d68167a4f3ce15e,671884556
90332d50e91925eb9b614bef,671404151
11723d1d472bf1a3fdd8b72c,813607548
01f8b6799e2910f7769db175,791474648
a0d5001f7dd42d7f0c91d2a9,654719759
d4439c35bcb88e1490916c67,725462110
4a73dad0ff8a5262e8b07c4b,767058094
3dd8085a65f24b497ea59557,831460751
39ef085809bc80e32e7b6af6,771312103
b98ee16e8fd7d1c75a9da13c,769520451
16deb26bf740fa61e258f545,650445244
732a3bd457d7798e1fd892f6,620641913
1376058cb128a1c7729cd2e9,885903421
cac7e7c3e13af91bdc7107e8,797699097
9f3dfa6e1422f6aeac527c61,679949061
4dd3d1288ccb66ee4fb9c097,855946245
15fb97d6a43731d61e95d004,576151371
dac29573163315edf99e0e7a,559766205
b93f2864087d41c3c92d43c3,781697571
cd4656aed92f5c0a0b6b7c0c,781697571
556210496090b42ac10cf1b8,836863270
762979729fb21e56a32ed14e,836863270
ea935b76abe664d5e2c4736f,494174337
40e9ef1e7c6749b7a8d04ea9,650163778
058265732a484ac8d5497f5c,505219361
6f52ea8340cdd283f9a79720,631890564
cafe7c1ee67458e05c84d5fb,573283685
3f45ed2f08a2b03b738fbb5e,715410697
f203b18854b75c4564d7a17d,704730782
d5333f639d11bc3ab073ed72,435826533
c14f644116669a160446a945,425489566
de585856ff546e00a5a4672e,740474389
7a80663cae7c191b5d025fa0,446115106
71f80198e68fbba902650b1a,436307038
f3523e0626df8cea803ead0f,448686467
619abd5f978b1573761be86d,530326615
17a2323b855e93533a9f09f2,510724810
38e8630f2c05ea38e2257c21,535136017
1e3798d739f85ee0e5a314ca,801249762
46d0544f411bbfb6b452858c,502436232
605e7a71eecb13b23ffca0c1,661408671
7515b37b7ae7c62f3dafbe7d,503755613
28be121ada9c9303be802474,723414919
331d54f8a1bd3dabce73d6d9,499042394
22d167639ccaace593dffa31,441734946
36cd68fc3ffab79fcaa340ab,888017173
db924733e88c361cdfab874a,603994638
64eea2e9a13a8edfe8ac7027,576041164
97fe6eeed892111bfa20255b,520272395
b54e6757829ac95e2076d954,698233051
dd59b8122458557041903207,539575946
b35c58fc1c05a77433025318,573152301
c41964afa164d8b75f8dbe92,537114091
96b3ea80cce599b68f96f86e,543177611
a4bc87ad4f1ad97c0a63d843,621235055
16e62269e6aa2ea052d05f71,576917961
518b37b51f824fa0fb5075d3,578383139
e083d83369cbc93fb94842a1,557411393
57deff02895d5286eda10d89,531781613
7ed35835fbe694bc237abe38,550831231
b48efa9ddf36e85164354f26,522060557
5910c9b29a1025bada93a5e1,631944165
10a650e8cb5425c97f08f68a,574974616
9e0feca2ec3043ae6f840631,559899426
35ce37bbecac6b164fa21e6c,581889490
c4955010d066e013812a85ea,701500278
d5a83c31bec18d1c3eb9af7d,562273994
70217bd08583854329722821,564929947
28e748e7aa0a447731e06706,537470003
27929c0a3e0fd2d6d2969e03,525335093
5c5ea0d8bae75e0a5c88414f,674636352
2233f50cf7b04791cf1ddeaa,784559803
bf430621f17dcaf17fb91ac7,560528617
d8dc9de06461e0220bc55906,595716249
d988975f8c4e6ee8fd8dc1e1,585347950
bab884e0f99df269805e83a4,607303303
8fa9b20af1508af7a01e2267,779085016
b6f195d44ddbe10b78b97191,421568836
2ab0eeac4a228d5769fb4365,481757038
347a4deda03bfdde6d1c163d,491478677
17230f18b30b94606fea047d,488784012
eab4ae491bbbe7b8ab107229,574540385
07c753474a847bf2bccd55b7,662694736
b7ce05400f0261743073e072,698093473
4a33d213841d2af537aa967a,600549768
04eb0b590ce7483c615b043b,842128562
a01a51af09a3dc387a18b58c,643953043
270b930a9e22d5016ffa4019,844404868
5ed1320fe84a518e267ff537,934690838
f04b574dc221473cfd616e22,733236126
6f7e390aa6135019dc5a828f,681557475
776d4a19fb3852fe6dcd3ddb,573393657
b7f164b79658952248866c34,648893514
aafeff5826516e363471e439,420413675
eba6a2b80a17a846ae560ece,400097309
90e62f8656ae504bf6175e0d,671448804
dc4331d09a1e36baaa6bde53,675778181
372d67ccb9d251e290891f0a,480643711
a7801c67a0ddd71c50ba38d3,616477563
e4d6b81f169cab8ea0244d75,478887457
cd5c6655243a4be0912bc92a,705466814
f7a7281a19733251134364fc,806559932
a716ec25a219961fbe90f367,791512745
8bd45966c16d4eafb49ee2a2,792028719
baabbdaa5e8f69fc90d303c1,870638677
8bed46960db1b2a7954ffbcb,880658274
dbc123f9502159d660f375ca,1253502776
a4683facc81ccda10e9ae388,904771184
3a576586fa1aac85c2ffb75b,905061137
b1fb98d0ba25b21c6647d423,874969027
97fa4be3ed93c37c048f507c,548732785
cf184cc576effe39c0f857b8,477469756
784f67fcb2d009d352740ed1,413820745
f4d6ce332121f814aa663fca,603636957
c87ae84ef029febca1e633e8,467752817
e876c6fd9c161861fb92ad5a,783217575
9047c4764f2c6b1a10b87e99,894172594
234c94e9a248ae57bb5a0771,469370770
a49c2976ca4f24f3a6b622e3,622541061
ffc171cf73514bed077339a6,608403131
fba83f5feea2522888377066,408135736
1a593800d5785ecc36c25ead,573503049
ab157c9601861dc387a91b82,704730782
f87f8003f15b0fbc12609514,487131158
f44d035ea2b15b2c69d4da50,620344601
fc815b59cce7934f816f0502,702263444
32915b77ca68000ba9eed6d8,501266878
cb083fa7ff634f424a351840,632506382
4f3c7b9bc78f882f858b3d3a,501815225
53d33316e237830ad463a26b,696318867
f5d852e25d51377686c43bc8,592931128
64731b6eaf4fd2bb6c155013,718643845
dad7e45e4706ab2564ef9cf1,553491054
255914e9b13ad94efa6ed365,528235069
5a8950a64b4aea4ac13dad45,791185218
70f51b4abf26651111305b1b,950968019
8919ca18fff7571002e440ec,809346604
f776a4e0c8c82b3d29756b34,836863270
7ea4af39a7e577ffbd600f0d,814950402
45fc0d46c7a4df7ff6976fce,822270795
7cdcecc706fc7c79cce45b20,731451568
3503f56e09e639be4762ff2d,609163528
f70ac0d227db6f5333aa821e,654650601
20db610da64f80afc1621b12,526899900
c80ef212c870e2f20ed2234a,596743213
7dc68d5cac1b7fcdab35586e,598881107
a478fb93a131fee4119bb9f9,780831556
7749b2b534213ec7b536372b,852074806
43e59f5312e304fc21c1e052,747668826
82a7920524816f3db7f5a4ca,809905851
1a7e331d9ff88ae5efafa8ea,594755988
a57350d4c79a415137281cb7,277926940
f3a6132006d54d0e22a17e84,729684841
14caab87a129f51b2b70508e,765553266
ba2423d79744d763aa3744f8,703576629
1caac10c1121a795a172889b,816002148
40768729f2697b87ed6519d1,532398949
843234d3c6c20bb60a17fbee,749821157
cd2e4dff930a1c7a1a569992,428395134
5a6eab133b7e95155f6a9012,645396122
5bba6c40aeb129c433d2c58e,798783961
ad3c644b506498127c7beef1,569906118
a379656c49f4cb1cfc5b3f03,427389020
998c1a6ace613d8a7468ba5c,680985277
dd610d7ece83bb02dcd7a22f,490901741
539467d04a2b3e78c592b11b,474741992
e40fe4ac43cabe82c03dda59,607103844
5561eab714583013b422e7d4,579900033
d9110b2b5b1c02766da9e24e,758857874
c72cf05b93b9c290c063b08b,778093647
d71cc157c0c43935989009f5,695719109
4199eaa19ddf8ac436bb2ba3,708147778
d23d12bd86def2657038a481,806559932
ca438e13d8aa6285858da0aa,791231278
a173eb804f4bcf6bfe889417,791512745
9b3677d498c2ccf69c756ec7,836863270
f8c787390e4c6d2e99fc7c3d,433237539
a188aa896d1b4520ccd6b65f,591329193
9fa39c9eb4b10a20dda6c3c2,401400863
7bc9022fa1eadbd9ab39acd9,521759427
46f0731f62232b32eb733dc3,722208785
b6767d1e329ff5e28c42f632,521393350
abde4b06769fcb1d5577fa7f,638861409
1496d159d31717ce254f67a7,443729121
1470749d0d2551a93827e441,614511261
3ac517f74dbf8cdc8feadfe8,609862451
fc6616c62030a53d2aa46b12,566516129
8497f34947cb4c0ff18a0eaa,567480647
3b2936127f5a4684a1d3de22,694035259
dab58562904cd13a93d913e1,747028925
69d1e47b6bdc57512f1838a5,762378449
23c7f9a0534a4ae6a24e38a6,750266373
640e9fe41fb79ecba89d8951,746676542
31f6a25d56f3bb36386d07ae,737714834
bfb30ae71cdca27f5a5494c6,740519041
baacf0dbd690644d74f3a929,709247787
cdcb874d2e62220d12230632,834646379
1421bdbd9cf7572b799b732c,875423520
ee9e5adab1455d38edfcaa6e,862220163
1fae43a9450fae02919962b9,747772848
5f9ee280509afd55d24f39b7,710898932
82902f2082dd405ab538ff58,614094155
eae52c81f779a61f57cb5b58,825519946
4ec0aee1b202642d2739068b,701178948
f4c6c3210a3c2eb935c6d5bb,839304842
14a14706d405569501327924,473980106
146a5a4f3d111dc7b955ce42,697745972
99bdce7cdea643b0442976f5,739295611
733c7cdfd50db77066a67140,488402435
de328410e22767c66d919423,725548859
d0116b53467b3081664fb268,824470084
dc722ea5c4d62773f9fb6bbc,609344042
e84605e3aadd50b064c8eac3,790836769
31a3719e57ab1425e7267fad,601756133
34993717af3f861b9735df6e,686017092
543822711986a454cfd764e3,722336970
5bbc4ff9cc3ddacb39469e27,803741324
d7ced905983af0800c19b7fe,689558113
02d5bac2567ee9e19041ad42,777123115
f4897a8a0a911a2acfb8e8c7,791512745
4ba19ab08d1fe7f72d0dd37a,670567335
b7c07f8afe037d55bddb8e41,482053888
40b20b5a3a986802d64f7675,627125241
01fb5931cb55f5308382818e,1036137419
7cd0c7174b957df1f004fc88,726128259
ca13bacbf6dc8d1b09fe4c67,644037380
0ed0dc77661be57aab63bc83,437394910
d03558acc19951a882bd568b,444647186
b8cca0d70fb46f3a31473e98,823299094
f665a58fa8eda69547c1a159,771680533
8aa5ae4637ba83e672cd3ab9,708587638
a6da1996f66e545041d920d6,792187663
b828609eff041a68fa243a12,725907191
3f39a260b81dd7de1dff2b31,598109608
40fd167916ff071afdc44792,716908179
6ca31945172976c3a11732c6,824663088
1437d1f1601d26a3dca7594f,701731180
ebab054e5f256bf4e382002a,836863270
0838d0df248d723da4e25ea9,722921765
7a134e45b9ebe710c6c6efe6,779100366
6e9c7f27d6b89c5f9696fae6,694804715
bd12c705950c46e679c34bf6,880658274
fa2c1092f17ce021964f8953,825377436
e3202b635974f7a3367c0ff9,708147778
49bdf0f970af03d83a57dcff,689558113
91af29fa680d8033188ffc39,538886226
cb626b981c0997d254388e76,474741992
155a8e4186d1626fdda4d0ee,710232989
d337476c2cfa780518523a6b,637750806
7c3ea8523ece273991a190da,783840352
674c02227165e1c7189c54e4,759069464
17056748001fd65cb961b384,589121227
f56bca5bebfc765162c8cae0,773777140
5f4b0ec9c7452b888b33c3e8,420553365
13dbc077e552640736267a49,482859817
cb645955c851790e83e696a7,624195098
649cca8c83352caf7442f20a,787751290
fc8836e71725949c5f3fa7f7,840108994
4f431d80287051ca323f2c08,573163909
42defcc69fa22e4c858f3c24,893144281
291a2f9022933c9d81311e81,557637432
d48a061a2040d851937413aa,706511818
55d2ad80322427ee3426dceb,847635335
8c41bfacbc1a6ab831b26fa8,826586615
