property_id,price
d56159653f5d2abc5ed5acd7,614332708
45550aa81c0151f1fd9fd8fe,737955314
735deef3382aa15930482f3e,586613295
0dd49fa8bb7be52b851c6dc9,804794022
7d3220a91e78f8bc2924d1cd,748140566
d3054072b2175deec2c1f8dc,614799529
b7574b06d593fca4eac59815,614710334
79e822115c5c1a4531366001,600770945
d3ed5316a463d38c1bd321d0,1043467266
2f1880c9b8f7ac2715e1236d,633982214
dcca1c7f109175760ff531c6,779794568
dfc4f3facf91bbd93ee0fa4d,659235984
30e134a6cbe61d7954d0f56b,382544525
385fee7bd9ad7722d45dd034,384739552
87199c236bf22903d1aafdd0,437736402
19e19ad0cd6b5e84d8aa970e,474374223
907f968e78d748fde69dd44f,744659180
be094e5db0f784e3aa013aae,454666430
7ab96f83915bc84f8c03c1bd,364289214
07f4aa9b9ff5b0b05d31e6c0,691490969
e9be8cd37abed8ab510ba1f5,736499463
5f6ad58df27b562db077b5ce,718040121
ee96d947484aaace40f9b77f,752177526
15c4aef8401208054697b81e,834724299
22d6cb11333f2839b8112b89,1032217592
288c09c33907dadbae495c11,1019012921
f71d2bca0c5fe2720a1544c4,622482778
451744cf3ce55a98db8a3562,666310532
fba9ae05a6a8a9e0c6268a9f,721402712
1338e58f7dcebf5a1ea59388,634366709
a817e8da0ada143ac87277ee,150831589
46d8bb3e9a0ca584d3c7a317,752903300
b2506aa9463aebf01e1e00ca,674072428
7ec025b9b6e6f33bf65af41b,695056214
2ff531e27672ecd2362eed55,284959960
9b3cf0d1b91b9c6a2a887647,655737851
7db5291ce4602d9b2b266872,748090870
65d5918e826c33bb950fc008,672828485
395c34e4b8f52cbdb0522459,766892901
855f4b67d2bd6d18fd03d8e7,838006198
9ff06409b37e5b5dece4604a,666480441
0508cd7bd2c77ebb6fea1e56,751845175
b45fff2e718e54772d46a3fd,752031210
cf4d2297b73dbc357d21e31b,674199265
0ada7044c5b29925abc90879,744645054
6305f02255274ab5fb6bd39c,712340402
d9a94194ae1350512beff3e6,786793494
e3896296cb80d50d9ad3f903,606517672
6514f355887c64136edb5595,682518455
f03400cc18e12903b3ffbe5a,813214688
4e134600155a64783b3f8c3e,747869732
d63ebc63c82fbf66d8b6ffd3,785099508
1bd64811bd59706844230198,771386438
a83921284639eedd4a511cb6,758006707
a2f3f7a1cd573e2a33f52e2d,781594343
47344a66471fa51f61c64652,789456133
78fd849c9429091347d7e5c9,780540036
c3daf2abea55af99c9579319,774607959
52864916eb1984abca41ec66,816820800
c62494a9d7aede44f2f84023,813421718
a2b576643f7a032371587e5e,432794606
e53bc68f0e97ccead24f3e56,617667883
fd82c710aad91bc90af490fe,664195489
d436abc2ee37ba3dd561e940,805071113
216a598114a403676011cb51,663109996
ea230d5eccd2b687888173bb,683750051
18bd0dd7580f2a7cb19a90b9,310892511
b143c8ca6d334f6a73c3f2a0,197565409
ab388cb4fa511968783bafee,714097583
6a4f08cd04d558a56af732d9,496426297
7216c895aa047c4f405c4941,615560426
a493488dcd906dc74cf8a604,661676450
7844b0b2bc65dced90a355c6,692709608
c1976383069b6b82ab29d092,469807356
